source,target,rel
738,7,supportsGoal
739,21,targets
739,11,recruits
739,55,recruits
739,33,recruits
739,22,requires
739,3,hasType
739,4,hasIntensity
739,5,hasForce
739,6,hasMechanic
739,7,supportsGoal
739,8,supportsGoal
740,45,targets
740,22,requires
740,3,hasType
740,4,hasIntensity
740,13,hasForce
740,19,hasMechanic
740,7,supportsGoal
740,8,supportsGoal
741,33,targets
741,11,recruits
741,49,recruits
741,29,recruits
741,10,recruits
741,45,recruits
741,22,requires
741,68,hasType
741,4,hasIntensity
741,13,hasForce
741,6,hasMechanic
741,43,supportsGoal
741,7,supportsGoal
742,21,targets
742,22,requires
742,3,hasType
742,4,hasIntensity
742,5,hasForce
742,19,hasMechanic
742,7,supportsGoal
742,8,supportsGoal
743,55,targets
743,35,recruits
743,56,recruits
743,22,requires
743,3,hasType
743,4,hasIntensity
743,5,hasForce
743,6,hasMechanic
743,7,supportsGoal
743,8,supportsGoal
744,1,targets
744,11,recruits
744,36,recruits
744,56,recruits
744,55,recruits
744,21,recruits
744,22,requires
744,42,hasType
744,4,hasIntensity
744,5,hasForce
744,6,hasMechanic
744,43,supportsGoal
745,21,targets
745,49,recruits
745,63,requires
745,3,hasType
745,4,hasIntensity
745,13,hasForce
745,19,hasMechanic
745,7,supportsGoal
745,8,supportsGoal
746,52,targets
746,21,recruits
746,17,requires
746,3,hasType
746,4,hasIntensity
746,5,hasForce
746,19,hasMechanic
746,7,supportsGoal
746,8,supportsGoal
747,49,targets
747,21,recruits
747,45,recruits
747,17,requires
747,3,hasType
747,4,hasIntensity
747,13,hasForce
747,6,hasMechanic
747,7,supportsGoal
747,8,supportsGoal
748,55,targets
748,35,recruits
748,56,recruits
748,21,recruits
748,17,requires
748,3,hasType
748,4,hasIntensity
748,5,hasForce
748,6,hasMechanic
748,7,supportsGoal
748,8,supportsGoal
749,11,targets
749,17,requires
749,3,hasType
749,4,hasIntensity
749,13,hasForce
749,19,hasMechanic
749,7,supportsGoal
749,8,supportsGoal
750,45,targets
750,49,recruits
750,21,recruits
750,17,requires
750,3,hasType
750,4,hasIntensity
750,13,hasForce
750,6,hasMechanic
750,7,supportsGoal
750,8,supportsGoal
751,49,targets
751,21,recruits
751,45,recruits
751,17,requires
751,3,hasType
751,4,hasIntensity
751,6,hasMechanic
751,7,supportsGoal
751,8,supportsGoal
752,10,targets
752,29,recruits
752,51,recruits
752,33,recruits
752,21,recruits
752,52,recruits
752,17,requires
752,3,hasType
752,18,hasIntensity
752,5,hasForce
752,6,hasMechanic
752,7,supportsGoal
752,8,supportsGoal
753,1,targets
753,17,requires
753,3,hasType
753,4,hasIntensity
753,5,hasForce
753,19,hasMechanic
753,7,supportsGoal
753,8,supportsGoal
754,49,targets
754,21,recruits
754,45,recruits
754,17,requires
754,3,hasType
754,4,hasIntensity
754,13,hasForce
754,6,hasMechanic
754,7,supportsGoal
754,8,supportsGoal
755,33,targets
755,11,recruits
755,29,recruits
755,10,recruits
755,17,requires
755,3,hasType
755,18,hasIntensity
755,13,hasForce
755,6,hasMechanic
755,7,supportsGoal
755,8,supportsGoal
756,21,targets
756,35,recruits
756,52,recruits
756,17,requires
756,3,hasType
756,4,hasIntensity
756,5,hasForce
756,6,hasMechanic
756,7,supportsGoal
756,8,supportsGoal
757,21,targets
757,45,recruits
757,17,requires
757,3,hasType
757,4,hasIntensity
757,13,hasForce
757,6,hasMechanic
757,7,supportsGoal
757,8,supportsGoal
758,33,targets
758,11,recruits
758,29,recruits
758,10,recruits
758,17,requires
758,3,hasType
758,18,hasIntensity
758,13,hasForce
758,6,hasMechanic
758,7,supportsGoal
758,8,supportsGoal
759,11,targets
759,17,requires
759,3,hasType
759,4,hasIntensity
759,13,hasForce
759,19,hasMechanic
759,7,supportsGoal
759,8,supportsGoal
760,33,targets
760,11,recruits
760,29,recruits
760,10,recruits
760,51,recruits
760,17,requires
760,3,hasType
760,4,hasIntensity
760,13,hasForce
760,6,hasMechanic
760,7,supportsGoal
760,8,supportsGoal
761,10,targets
761,29,recruits
761,51,recruits
761,17,requires
761,3,hasType
761,4,hasIntensity
761,5,hasForce
761,6,hasMechanic
761,7,supportsGoal
761,8,supportsGoal
762,52,targets
762,35,recruits
762,55,recruits
762,21,recruits
762,17,requires
762,3,hasType
762,4,hasIntensity
762,5,hasForce
762,6,hasMechanic
762,7,supportsGoal
762,8,supportsGoal
763,33,targets
763,11,recruits
763,29,recruits
763,10,recruits
763,17,requires
763,3,hasType
763,4,hasIntensity
763,13,hasForce
763,6,hasMechanic
763,7,supportsGoal
763,8,supportsGoal
764,33,targets
764,35,recruits
764,29,recruits
764,10,recruits
764,51,recruits
764,21,recruits
764,52,recruits
764,45,recruits
764,63,requires
764,68,hasType
764,18,hasIntensity
764,5,hasForce
764,6,hasMechanic
764,43,supportsGoal
764,7,supportsGoal
765,33,targets
765,11,recruits
765,29,recruits
765,10,recruits
765,21,recruits
765,45,recruits
765,63,requires
765,68,hasType
765,18,hasIntensity
765,13,hasForce
765,6,hasMechanic
765,43,supportsGoal
765,7,supportsGoal
766,10,targets
766,36,recruits
766,29,recruits
766,51,recruits
766,33,recruits
766,52,recruits
766,63,requires
766,68,hasType
766,18,hasIntensity
766,5,hasForce
766,6,hasMechanic
766,43,supportsGoal
766,7,supportsGoal
767,10,targets
767,11,recruits
767,29,recruits
767,51,recruits
767,33,recruits
767,52,recruits
767,63,requires
767,3,hasType
767,18,hasIntensity
767,5,hasForce
767,6,hasMechanic
767,7,supportsGoal
767,8,supportsGoal
768,52,targets
768,36,recruits
768,21,recruits
768,63,requires
768,68,hasType
768,18,hasIntensity
768,5,hasForce
768,6,hasMechanic
768,43,supportsGoal
768,7,supportsGoal
769,33,targets
769,11,recruits
769,36,recruits
769,29,recruits
769,10,recruits
769,51,recruits
769,21,recruits
769,52,recruits
769,45,recruits
769,63,requires
769,68,hasType
769,58,hasIntensity
769,5,hasForce
769,6,hasMechanic
769,43,supportsGoal
769,7,supportsGoal
770,45,targets
770,72,requires
770,3,hasType
770,4,hasIntensity
770,13,hasForce
770,19,hasMechanic
770,7,supportsGoal
770,8,supportsGoal
771,33,targets
771,11,recruits
771,29,recruits
771,10,recruits
771,63,requires
771,68,hasType
771,18,hasIntensity
771,13,hasForce
771,6,hasMechanic
771,7,supportsGoal
772,33,targets
772,11,recruits
772,29,recruits
772,10,recruits
772,51,recruits
772,63,requires
772,3,hasType
772,58,hasIntensity
772,13,hasForce
772,6,hasMechanic
772,7,supportsGoal
772,8,supportsGoal
773,1,targets
773,29,recruits
773,21,recruits
773,37,requires
773,3,hasType
773,4,hasIntensity
773,5,hasForce
773,6,hasMechanic
773,7,supportsGoal
773,8,supportsGoal
774,1,targets
774,49,recruits
774,21,recruits
774,45,recruits
774,2,requires
774,3,hasType
774,4,hasIntensity
774,5,hasForce
774,6,hasMechanic
774,7,supportsGoal
774,8,supportsGoal
775,35,targets
775,140,requires
775,3,hasType
775,4,hasIntensity
775,5,hasForce
775,19,hasMechanic
775,7,supportsGoal
775,8,supportsGoal
776,55,targets
776,56,recruits
776,51,recruits
776,209,recruits
776,52,recruits
776,2,requires
776,12,hasType
776,4,hasIntensity
776,26,hasForce
776,19,hasMechanic
776,14,supportsGoal
776,15,supportsGoal
777,33,targets
777,11,recruits
777,36,recruits
777,29,recruits
777,10,recruits
777,51,recruits
777,21,recruits
777,52,recruits
777,63,requires
777,68,hasType
777,18,hasIntensity
777,5,hasForce
777,6,hasMechanic
777,43,supportsGoal
777,7,supportsGoal
778,33,targets
778,29,recruits
778,10,recruits
778,21,recruits
778,45,recruits
778,63,requires
778,68,hasType
778,18,hasIntensity
778,13,hasForce
778,6,hasMechanic
778,43,supportsGoal
778,7,supportsGoal
779,33,targets
779,11,recruits
779,29,recruits
779,10,recruits
779,2,requires
779,42,hasType
779,4,hasIntensity
779,13,hasForce
779,6,hasMechanic
779,43,supportsGoal
780,10,targets
780,11,recruits
780,36,recruits
780,29,recruits
780,51,recruits
780,33,recruits
780,21,recruits
780,52,recruits
780,45,recruits
780,63,requires
780,68,hasType
780,58,hasIntensity
780,5,hasForce
780,6,hasMechanic
780,43,supportsGoal
780,7,supportsGoal
781,33,targets
781,29,recruits
781,10,recruits
781,37,requires
781,3,hasType
781,4,hasIntensity
781,13,hasForce
781,6,hasMechanic
781,7,supportsGoal
781,8,supportsGoal
782,10,targets
782,11,recruits
782,29,recruits
782,33,recruits
782,2,requires
782,12,hasType
782,18,hasIntensity
782,13,hasForce
782,14,supportsGoal
782,15,supportsGoal
783,33,targets
783,11,recruits
783,29,recruits
783,10,recruits
783,21,recruits
783,45,recruits
783,63,requires
783,3,hasType
783,58,hasIntensity
783,13,hasForce
783,6,hasMechanic
783,7,supportsGoal
783,8,supportsGoal
784,33,targets
784,24,recruits
784,11,recruits
784,29,recruits
784,10,recruits
784,51,recruits
784,63,requires
784,68,hasType
784,18,hasIntensity
784,13,hasForce
784,6,hasMechanic
784,7,supportsGoal
785,33,targets
785,24,recruits
785,11,recruits
785,29,recruits
785,10,recruits
785,51,recruits
785,63,requires
785,68,hasType
785,18,hasIntensity
785,13,hasForce
785,6,hasMechanic
785,7,supportsGoal
786,33,targets
786,41,recruits
786,24,recruits
786,11,recruits
786,29,recruits
786,10,recruits
786,63,requires
786,3,hasType
786,18,hasIntensity
786,13,hasForce
786,6,hasMechanic
786,7,supportsGoal
786,8,supportsGoal
787,33,targets
787,11,recruits
787,29,recruits
787,10,recruits
787,51,recruits
787,72,requires
787,3,hasType
787,4,hasIntensity
787,13,hasForce
787,6,hasMechanic
787,7,supportsGoal
787,8,supportsGoal
788,33,targets
788,11,recruits
788,29,recruits
788,10,recruits
788,17,requires
788,132,hasType
788,18,hasIntensity
788,133,supportsGoal
788,134,supportsGoal
789,21,targets
789,45,recruits
789,37,requires
789,3,hasType
789,4,hasIntensity
789,13,hasForce
789,6,hasMechanic
789,7,supportsGoal
789,8,supportsGoal
790,11,targets
790,63,requires
790,3,hasType
790,4,hasIntensity
790,13,hasForce
790,19,hasMechanic
790,7,supportsGoal
790,8,supportsGoal
791,21,targets
791,45,recruits
791,63,requires
791,3,hasType
791,18,hasIntensity
791,13,hasForce
791,6,hasMechanic
791,7,supportsGoal
791,8,supportsGoal
792,45,targets
792,21,recruits
792,37,requires
792,3,hasType
792,4,hasIntensity
792,13,hasForce
792,19,hasMechanic
792,7,supportsGoal
792,8,supportsGoal
793,45,targets
793,37,requires
793,3,hasType
793,4,hasIntensity
793,13,hasForce
793,19,hasMechanic
793,7,supportsGoal
793,8,supportsGoal
794,35,targets
794,46,requires
794,3,hasType
794,4,hasIntensity
794,5,hasForce
794,19,hasMechanic
794,7,supportsGoal
794,8,supportsGoal
795,35,targets
795,49,recruits
795,21,recruits
795,22,requires
795,12,hasType
795,4,hasIntensity
795,26,hasForce
795,19,hasMechanic
795,14,supportsGoal
795,15,supportsGoal
796,21,targets
796,45,recruits
796,63,requires
796,3,hasType
796,4,hasIntensity
796,13,hasForce
796,6,hasMechanic
796,7,supportsGoal
796,8,supportsGoal
797,49,targets
797,21,recruits
797,45,recruits
797,46,requires
797,3,hasType
797,4,hasIntensity
797,13,hasForce
797,6,hasMechanic
797,7,supportsGoal
797,8,supportsGoal
798,1,targets
798,21,recruits
798,46,requires
798,3,hasType
798,4,hasIntensity
798,5,hasForce
798,6,hasMechanic
798,7,supportsGoal
798,8,supportsGoal
799,1,targets
799,21,recruits
799,46,requires
799,3,hasType
799,4,hasIntensity
799,5,hasForce
799,6,hasMechanic
799,7,supportsGoal
799,8,supportsGoal
800,11,targets
800,17,requires
800,3,hasType
800,4,hasIntensity
800,13,hasForce
800,19,hasMechanic
800,7,supportsGoal
800,8,supportsGoal
801,35,targets
801,36,recruits
801,37,requires
801,3,hasType
801,4,hasIntensity
801,5,hasForce
801,19,hasMechanic
801,7,supportsGoal
801,8,supportsGoal
802,11,targets
802,37,requires
802,3,hasType
802,18,hasIntensity
802,13,hasForce
802,19,hasMechanic
802,7,supportsGoal
802,8,supportsGoal
803,21,targets
803,45,recruits
803,37,requires
803,3,hasType
803,4,hasIntensity
803,13,hasForce
803,6,hasMechanic
803,7,supportsGoal
803,8,supportsGoal
804,35,targets
804,36,recruits
804,37,requires
804,3,hasType
804,18,hasIntensity
804,5,hasForce
804,19,hasMechanic
804,7,supportsGoal
804,8,supportsGoal
805,21,targets
805,37,requires
805,3,hasType
805,18,hasIntensity
805,13,hasForce
805,19,hasMechanic
805,7,supportsGoal
805,8,supportsGoal
806,45,targets
806,37,requires
806,3,hasType
806,4,hasIntensity
806,13,hasForce
806,19,hasMechanic
806,7,supportsGoal
806,8,supportsGoal
807,52,targets
807,35,recruits
807,21,recruits
807,37,requires
807,3,hasType
807,4,hasIntensity
807,5,hasForce
807,6,hasMechanic
807,7,supportsGoal
807,8,supportsGoal
808,33,targets
808,22,requires
808,12,hasType
808,4,hasIntensity
808,26,hasForce
808,14,supportsGoal
808,15,supportsGoal
809,21,targets
809,63,requires
809,3,hasType
809,18,hasIntensity
809,13,hasForce
809,19,hasMechanic
809,7,supportsGoal
809,8,supportsGoal
810,11,targets
810,10,recruits
810,2,requires
810,12,hasType
810,4,hasIntensity
810,26,hasForce
810,14,supportsGoal
810,15,supportsGoal
811,10,targets
811,22,requires
811,12,hasType
811,4,hasIntensity
811,26,hasForce
811,14,supportsGoal
811,15,supportsGoal
812,41,targets
812,24,recruits
812,2,requires
812,12,hasType
812,4,hasIntensity
812,5,hasForce
812,19,hasMechanic
812,14,supportsGoal
812,15,supportsGoal
813,33,targets
813,2,requires
813,12,hasType
813,4,hasIntensity
813,26,hasForce
813,19,hasMechanic
813,14,supportsGoal
813,15,supportsGoal
814,35,targets
814,37,requires
814,3,hasType
814,18,hasIntensity
814,5,hasForce
814,19,hasMechanic
814,7,supportsGoal
814,8,supportsGoal
815,1,targets
815,2,requires
815,12,hasType
815,4,hasIntensity
815,26,hasForce
815,14,supportsGoal
815,15,supportsGoal
816,10,targets
816,17,requires
816,3,hasType
816,4,hasIntensity
816,5,hasForce
816,19,hasMechanic
816,7,supportsGoal
816,8,supportsGoal
817,33,targets
817,11,recruits
817,29,recruits
817,10,recruits
817,2,requires
817,42,hasType
817,4,hasIntensity
817,13,hasForce
817,6,hasMechanic
817,43,supportsGoal
818,21,targets
818,36,recruits
818,46,requires
818,3,hasType
818,4,hasIntensity
818,13,hasForce
818,19,hasMechanic
818,7,supportsGoal
818,8,supportsGoal
819,45,targets
819,49,recruits
819,21,recruits
819,46,requires
819,3,hasType
819,18,hasIntensity
819,13,hasForce
819,19,hasMechanic
819,7,supportsGoal
819,8,supportsGoal
820,21,targets
820,45,recruits
820,63,requires
820,3,hasType
820,4,hasIntensity
820,13,hasForce
820,6,hasMechanic
820,7,supportsGoal
820,8,supportsGoal
821,36,targets
821,35,recruits
821,22,requires
821,3,hasType
821,4,hasIntensity
821,26,hasForce
821,19,hasMechanic
821,7,supportsGoal
821,8,supportsGoal
822,35,targets
822,46,requires
822,3,hasType
822,18,hasIntensity
822,5,hasForce
822,19,hasMechanic
822,7,supportsGoal
822,8,supportsGoal
823,35,targets
823,37,requires
823,3,hasType
823,4,hasIntensity
823,5,hasForce
823,19,hasMechanic
823,7,supportsGoal
823,8,supportsGoal
824,45,targets
824,49,recruits
824,21,recruits
824,37,requires
824,3,hasType
824,4,hasIntensity
824,13,hasForce
824,19,hasMechanic
824,7,supportsGoal
824,8,supportsGoal
825,45,targets
825,21,recruits
825,63,requires
825,3,hasType
825,4,hasIntensity
825,13,hasForce
825,19,hasMechanic
825,7,supportsGoal
825,8,supportsGoal
826,21,targets
826,45,recruits
826,37,requires
826,3,hasType
826,4,hasIntensity
826,13,hasForce
826,6,hasMechanic
826,7,supportsGoal
826,8,supportsGoal
827,21,targets
827,45,recruits
827,37,requires
827,3,hasType
827,18,hasIntensity
827,13,hasForce
827,6,hasMechanic
827,7,supportsGoal
827,8,supportsGoal
828,36,targets
828,63,requires
828,3,hasType
828,4,hasIntensity
828,5,hasForce
828,19,hasMechanic
828,7,supportsGoal
828,8,supportsGoal
829,51,targets
829,29,recruits
829,2,requires
829,12,hasType
829,4,hasIntensity
829,26,hasForce
829,19,hasMechanic
829,14,supportsGoal
829,15,supportsGoal
830,1,targets
830,46,requires
830,3,hasType
830,4,hasIntensity
830,5,hasForce
830,19,hasMechanic
830,7,supportsGoal
830,8,supportsGoal
831,11,targets
831,2,requires
831,12,hasType
831,4,hasIntensity
831,26,hasForce
831,19,hasMechanic
831,14,supportsGoal
831,15,supportsGoal
832,10,targets
832,11,recruits
832,2,requires
832,12,hasType
832,4,hasIntensity
832,26,hasForce
832,14,supportsGoal
832,15,supportsGoal
833,45,targets
833,2,requires
833,3,hasType
833,4,hasIntensity
833,13,hasForce
833,19,hasMechanic
833,7,supportsGoal
833,8,supportsGoal
834,21,targets
834,49,recruits
834,56,recruits
834,75,requires
834,42,hasType
834,4,hasIntensity
834,5,hasForce
834,6,hasMechanic
834,43,supportsGoal
835,33,targets
835,11,recruits
835,29,recruits
835,10,recruits
835,21,recruits
835,2,requires
835,42,hasType
835,4,hasIntensity
835,13,hasForce
835,6,hasMechanic
835,43,supportsGoal
836,29,targets
836,10,recruits
836,33,recruits
836,2,requires
836,3,hasType
836,4,hasIntensity
836,13,hasForce
836,6,hasMechanic
836,7,supportsGoal
836,8,supportsGoal
837,33,targets
837,11,recruits
837,29,recruits
837,10,recruits
837,17,requires
837,132,hasType
837,18,hasIntensity
837,133,supportsGoal
837,134,supportsGoal
838,10,targets
838,29,recruits
838,51,recruits
838,63,requires
838,3,hasType
838,18,hasIntensity
838,5,hasForce
838,6,hasMechanic
838,7,supportsGoal
838,8,supportsGoal
839,10,targets
839,29,recruits
839,51,recruits
839,37,requires
839,3,hasType
839,4,hasIntensity
839,5,hasForce
839,6,hasMechanic
839,7,supportsGoal
839,8,supportsGoal
840,51,targets
840,29,recruits
840,10,recruits
840,63,requires
840,3,hasType
840,4,hasIntensity
840,13,hasForce
840,6,hasMechanic
840,7,supportsGoal
840,8,supportsGoal
841,1,targets
841,2,requires
841,12,hasType
841,4,hasIntensity
841,26,hasForce
841,19,hasMechanic
841,14,supportsGoal
841,15,supportsGoal
842,49,targets
842,56,recruits
842,21,recruits
842,45,recruits
842,37,requires
842,3,hasType
842,18,hasIntensity
842,5,hasForce
842,6,hasMechanic
842,7,supportsGoal
842,8,supportsGoal
843,56,targets
843,46,requires
843,3,hasType
843,4,hasIntensity
843,5,hasForce
843,19,hasMechanic
843,7,supportsGoal
843,8,supportsGoal
844,55,targets
844,35,recruits
844,56,recruits
844,63,requires
844,3,hasType
844,4,hasIntensity
844,5,hasForce
844,6,hasMechanic
844,7,supportsGoal
844,8,supportsGoal
845,21,targets
845,52,recruits
845,63,requires
845,3,hasType
845,4,hasIntensity
845,13,hasForce
845,19,hasMechanic
845,7,supportsGoal
845,8,supportsGoal
846,33,targets
846,41,recruits
846,24,recruits
846,11,recruits
846,10,recruits
846,22,requires
846,42,hasType
846,4,hasIntensity
846,13,hasForce
846,6,hasMechanic
846,43,supportsGoal
847,10,targets
847,24,recruits
847,36,recruits
847,29,recruits
847,51,recruits
847,55,recruits
847,33,recruits
847,52,recruits
847,63,requires
847,68,hasType
847,18,hasIntensity
847,5,hasForce
847,6,hasMechanic
847,7,supportsGoal
848,10,targets
848,24,recruits
848,36,recruits
848,29,recruits
848,51,recruits
848,55,recruits
848,33,recruits
848,52,recruits
848,63,requires
848,68,hasType
848,18,hasIntensity
848,5,hasForce
848,6,hasMechanic
848,7,supportsGoal
849,10,targets
849,41,recruits
849,24,recruits
849,36,recruits
849,29,recruits
849,51,recruits
849,55,recruits
849,33,recruits
849,52,recruits
849,63,requires
849,68,hasType
849,18,hasIntensity
849,5,hasForce
849,6,hasMechanic
849,7,supportsGoal
850,51,targets
850,29,recruits
850,10,recruits
850,2,requires
850,12,hasType
850,4,hasIntensity
850,26,hasForce
850,6,hasMechanic
850,14,supportsGoal
850,15,supportsGoal
851,45,targets
851,49,recruits
851,21,recruits
851,75,requires
851,42,hasType
851,4,hasIntensity
851,13,hasForce
851,6,hasMechanic
851,43,supportsGoal
852,1,targets
852,49,recruits
852,56,recruits
852,21,recruits
852,75,requires
852,42,hasType
852,4,hasIntensity
852,5,hasForce
852,6,hasMechanic
852,43,supportsGoal
853,1,targets
853,49,recruits
853,56,recruits
853,21,recruits
853,75,requires
853,42,hasType
853,4,hasIntensity
853,5,hasForce
853,6,hasMechanic
853,43,supportsGoal
854,1,targets
854,49,recruits
854,51,recruits
854,21,recruits
854,22,requires
854,3,hasType
854,18,hasIntensity
854,5,hasForce
854,19,hasMechanic
854,7,supportsGoal
854,8,supportsGoal
855,49,targets
855,21,recruits
855,45,recruits
855,22,requires
855,3,hasType
855,4,hasIntensity
855,13,hasForce
855,6,hasMechanic
855,7,supportsGoal
855,8,supportsGoal
856,1,targets
856,22,requires
856,3,hasType
856,4,hasIntensity
856,5,hasForce
856,19,hasMechanic
856,7,supportsGoal
856,8,supportsGoal
857,55,targets
857,35,recruits
857,56,recruits
857,22,requires
857,3,hasType
857,4,hasIntensity
857,5,hasForce
857,6,hasMechanic
857,7,supportsGoal
857,8,supportsGoal
858,33,targets
858,41,recruits
858,24,recruits
858,11,recruits
858,29,recruits
858,10,recruits
858,22,requires
858,3,hasType
858,18,hasIntensity
858,13,hasForce
858,6,hasMechanic
858,7,supportsGoal
858,8,supportsGoal
859,49,targets
859,36,recruits
859,21,recruits
859,45,recruits
859,22,requires
859,3,hasType
859,4,hasIntensity
859,13,hasForce
859,6,hasMechanic
859,7,supportsGoal
859,8,supportsGoal
860,55,targets
860,35,recruits
860,56,recruits
860,63,requires
860,3,hasType
860,4,hasIntensity
860,5,hasForce
860,6,hasMechanic
860,7,supportsGoal
860,8,supportsGoal
861,45,targets
861,49,recruits
861,21,recruits
861,37,requires
861,3,hasType
861,18,hasIntensity
861,13,hasForce
861,19,hasMechanic
861,7,supportsGoal
861,8,supportsGoal
862,10,targets
862,24,recruits
862,11,recruits
862,2,requires
862,12,hasType
862,4,hasIntensity
862,26,hasForce
862,14,supportsGoal
862,15,supportsGoal
863,41,targets
863,29,recruits
863,17,requires
863,3,hasType
863,4,hasIntensity
863,13,hasForce
863,19,hasMechanic
863,7,supportsGoal
863,8,supportsGoal
864,24,targets
864,29,recruits
864,10,recruits
864,17,requires
864,3,hasType
864,4,hasIntensity
864,5,hasForce
864,19,hasMechanic
864,7,supportsGoal
864,8,supportsGoal
865,33,targets
865,11,recruits
865,49,recruits
865,36,recruits
865,29,recruits
865,10,recruits
865,51,recruits
865,21,recruits
865,52,recruits
865,45,recruits
865,22,requires
865,68,hasType
865,18,hasIntensity
865,5,hasForce
865,6,hasMechanic
865,43,supportsGoal
865,7,supportsGoal
866,1,targets
866,2,requires
866,12,hasType
866,4,hasIntensity
866,5,hasForce
866,19,hasMechanic
866,14,supportsGoal
866,15,supportsGoal
867,1,targets
867,78,requires
867,12,hasType
867,4,hasIntensity
867,5,hasForce
867,14,supportsGoal
867,15,supportsGoal
868,33,targets
868,11,recruits
868,29,recruits
868,10,recruits
868,2,requires
868,132,hasType
868,4,hasIntensity
868,133,supportsGoal
868,134,supportsGoal
869,33,targets
869,29,recruits
869,10,recruits
869,22,requires
869,3,hasType
869,4,hasIntensity
869,5,hasForce
869,6,hasMechanic
869,7,supportsGoal
869,8,supportsGoal
870,45,targets
870,37,requires
870,3,hasType
870,4,hasIntensity
870,13,hasForce
870,19,hasMechanic
870,7,supportsGoal
870,8,supportsGoal
871,45,targets
871,21,recruits
871,2,requires
871,12,hasType
871,4,hasIntensity
871,26,hasForce
871,14,supportsGoal
871,15,supportsGoal
872,45,targets
872,46,requires
872,3,hasType
872,4,hasIntensity
872,13,hasForce
872,19,hasMechanic
872,7,supportsGoal
872,8,supportsGoal
873,45,targets
873,46,requires
873,3,hasType
873,4,hasIntensity
873,13,hasForce
873,19,hasMechanic
873,7,supportsGoal
873,8,supportsGoal
874,45,targets
874,46,requires
874,3,hasType
874,4,hasIntensity
874,13,hasForce
874,19,hasMechanic
874,7,supportsGoal
874,8,supportsGoal
875,45,targets
875,46,requires
875,3,hasType
875,4,hasIntensity
875,13,hasForce
875,19,hasMechanic
875,7,supportsGoal
875,8,supportsGoal
876,45,targets
876,56,recruits
876,2,requires
876,12,hasType
876,4,hasIntensity
876,26,hasForce
876,19,hasMechanic
876,14,supportsGoal
876,15,supportsGoal
877,1,targets
877,2,requires
877,3,hasType
877,4,hasIntensity
877,5,hasForce
877,19,hasMechanic
877,7,supportsGoal
877,8,supportsGoal
878,35,targets
878,37,requires
878,3,hasType
878,4,hasIntensity
878,5,hasForce
878,19,hasMechanic
878,7,supportsGoal
878,8,supportsGoal
879,21,targets
879,11,recruits
879,29,recruits
879,10,recruits
879,51,recruits
879,52,recruits
879,30,requires
879,3,hasType
879,18,hasIntensity
879,5,hasForce
879,6,hasMechanic
879,7,supportsGoal
879,8,supportsGoal
880,21,targets
880,11,recruits
880,33,recruits
880,45,recruits
880,30,requires
880,3,hasType
880,18,hasIntensity
880,13,hasForce
880,6,hasMechanic
880,7,supportsGoal
880,8,supportsGoal
881,21,targets
881,45,recruits
881,30,requires
881,3,hasType
881,18,hasIntensity
881,13,hasForce
881,6,hasMechanic
881,7,supportsGoal
881,8,supportsGoal
882,55,targets
882,35,recruits
882,56,recruits
882,30,requires
882,3,hasType
882,18,hasIntensity
882,5,hasForce
882,6,hasMechanic
882,7,supportsGoal
882,8,supportsGoal
883,56,targets
883,35,recruits
883,55,recruits
883,21,recruits
883,46,requires
883,3,hasType
883,4,hasIntensity
883,5,hasForce
883,6,hasMechanic
883,7,supportsGoal
883,8,supportsGoal
884,10,targets
884,51,recruits
884,55,recruits
884,2,requires
884,12,hasType
884,4,hasIntensity
884,26,hasForce
884,14,supportsGoal
884,15,supportsGoal
885,55,targets
885,2,requires
885,12,hasType
885,4,hasIntensity
885,26,hasForce
885,14,supportsGoal
885,15,supportsGoal
886,21,targets
886,52,recruits
886,63,requires
886,3,hasType
886,4,hasIntensity
886,5,hasForce
886,6,hasMechanic
886,7,supportsGoal
886,8,supportsGoal
887,52,targets
887,21,recruits
887,46,requires
887,3,hasType
887,18,hasIntensity
887,5,hasForce
887,6,hasMechanic
887,7,supportsGoal
887,8,supportsGoal
888,52,targets
888,21,recruits
888,72,requires
888,3,hasType
888,4,hasIntensity
888,5,hasForce
888,6,hasMechanic
888,7,supportsGoal
888,8,supportsGoal
889,21,targets
889,49,recruits
889,56,recruits
889,2,requires
889,12,hasType
889,4,hasIntensity
889,26,hasForce
889,14,supportsGoal
889,15,supportsGoal
890,56,targets
890,35,recruits
890,55,recruits
890,21,recruits
890,46,requires
890,3,hasType
890,18,hasIntensity
890,5,hasForce
890,6,hasMechanic
890,7,supportsGoal
890,8,supportsGoal
891,56,targets
891,35,recruits
891,55,recruits
891,21,recruits
891,2,requires
891,3,hasType
891,4,hasIntensity
891,5,hasForce
891,6,hasMechanic
891,7,supportsGoal
891,8,supportsGoal
892,10,targets
892,29,recruits
892,33,recruits
892,21,recruits
892,37,requires
892,42,hasType
892,4,hasIntensity
892,5,hasForce
892,6,hasMechanic
892,43,supportsGoal
893,33,targets
893,11,recruits
893,29,recruits
893,10,recruits
893,17,requires
893,132,hasType
893,4,hasIntensity
893,133,supportsGoal
893,134,supportsGoal
894,51,targets
894,29,recruits
894,10,recruits
894,55,recruits
894,78,requires
894,3,hasType
894,18,hasIntensity
894,5,hasForce
894,6,hasMechanic
894,7,supportsGoal
894,8,supportsGoal
895,1,targets
895,78,requires
895,3,hasType
895,18,hasIntensity
895,5,hasForce
895,19,hasMechanic
895,7,supportsGoal
895,8,supportsGoal
896,45,targets
896,49,recruits
