node_id,name,type,attrs_json
193,Catch and Overhead Throw,Exercise,"{""source_id"": ""Catch_and_Overhead_Throw"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
194,Chain Handle Extension,Exercise,"{""source_id"": ""Chain_Handle_Extension"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
195,Chain Press,Exercise,"{""source_id"": ""Chain_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
196,Chair Leg Extended Stretch,Exercise,"{""source_id"": ""Chair_Leg_Extended_Stretch"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
197,Chair Lower Back Stretch,Exercise,"{""source_id"": ""Chair_Lower_Back_Stretch"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
198,Chair Squat,Exercise,"{""source_id"": ""Chair_Squat"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
199,Chair Upper Body Stretch,Exercise,"{""source_id"": ""Chair_Upper_Body_Stretch"", ""force"": ""static"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
200,Chest And Front Of Shoulder Stretch,Exercise,"{""source_id"": ""Chest_And_Front_Of_Shoulder_Stretch"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
201,Chest Push from 3 point stance,Exercise,"{""source_id"": ""Chest_Push_from_3_point_stance"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
202,Chest Push (multiple response),Exercise,"{""source_id"": ""Chest_Push_multiple_response"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
203,Chest Push (single response),Exercise,"{""source_id"": ""Chest_Push_single_response"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
204,Chest Push with Run Release,Exercise,"{""source_id"": ""Chest_Push_with_Run_Release"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
205,Chest Stretch on Stability Ball,Exercise,"{""source_id"": ""Chest_Stretch_on_Stability_Ball"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
206,Child's Pose,Exercise,"{""source_id"": ""Childs_Pose"", ""force"": ""static"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
207,Chin-Up,Exercise,"{""source_id"": ""Chin-Up"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
208,Chin To Chest Stretch,Exercise,"{""source_id"": ""Chin_To_Chest_Stretch"", ""force"": ""static"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
209,Neck,MuscleGroup,{}
210,Circus Bell,Exercise,"{""source_id"": ""Circus_Bell"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
211,Clean,Exercise,"{""source_id"": ""Clean"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
212,Clean Deadlift,Exercise,"{""source_id"": ""Clean_Deadlift"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
213,Clean Pull,Exercise,"{""source_id"": ""Clean_Pull"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
214,Clean Shrug,Exercise,"{""source_id"": ""Clean_Shrug"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
215,Clean and Jerk,Exercise,"{""source_id"": ""Clean_and_Jerk"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
216,Clean and Press,Exercise,"{""source_id"": ""Clean_and_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
217,Clean from Blocks,Exercise,"{""source_id"": ""Clean_from_Blocks"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
218,Clock Push-Up,Exercise,"{""source_id"": ""Clock_Push-Up"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
219,Close-Grip Barbell Bench Press,Exercise,"{""source_id"": ""Close-Grip_Barbell_Bench_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
220,Close-Grip Dumbbell Press,Exercise,"{""source_id"": ""Close-Grip_Dumbbell_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
221,Close-Grip EZ-Bar Curl with Band,Exercise,"{""source_id"": ""Close-Grip_EZ-Bar_Curl_with_Band"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
222,Close-Grip EZ-Bar Press,Exercise,"{""source_id"": ""Close-Grip_EZ-Bar_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
223,Close-Grip EZ Bar Curl,Exercise,"{""source_id"": ""Close-Grip_EZ_Bar_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
224,Close-Grip Front Lat Pulldown,Exercise,"{""source_id"": ""Close-Grip_Front_Lat_Pulldown"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
225,Close-Grip Push-Up off of a Dumbbell,Exercise,"{""source_id"": ""Close-Grip_Push-Up_off_of_a_Dumbbell"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
226,Close-Grip Standing Barbell Curl,Exercise,"{""source_id"": ""Close-Grip_Standing_Barbell_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
227,Cocoons,Exercise,"{""source_id"": ""Cocoons"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
228,Conan's Wheel,Exercise,"{""source_id"": ""Conans_Wheel"", ""force"": null, ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
229,Concentration Curls,Exercise,"{""source_id"": ""Concentration_Curls"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
230,Cross-Body Crunch,Exercise,"{""source_id"": ""Cross-Body_Crunch"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
231,Cross Body Hammer Curl,Exercise,"{""source_id"": ""Cross_Body_Hammer_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
232,Cross Over - With Bands,Exercise,"{""source_id"": ""Cross_Over_-_With_Bands"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
233,Crossover Reverse Lunge,Exercise,"{""source_id"": ""Crossover_Reverse_Lunge"", ""force"": ""pull"", ""mechanic"": null, ""level"": ""intermediate"", ""curated"": false}"
234,Crucifix,Exercise,"{""source_id"": ""Crucifix"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
235,Crunch - Hands Overhead,Exercise,"{""source_id"": ""Crunch_-_Hands_Overhead"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
236,Crunch - Legs On Exercise Ball,Exercise,"{""source_id"": ""Crunch_-_Legs_On_Exercise_Ball"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
237,Crunches,Exercise,"{""source_id"": ""Crunches"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
238,Cuban Press,Exercise,"{""source_id"": ""Cuban_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
239,Dancer's Stretch,Exercise,"{""source_id"": ""Dancers_Stretch"", ""force"": ""static"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
240,Dead Bug,Exercise,"{""source_id"": ""Dead_Bug"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
241,Deadlift with Bands,Exercise,"{""source_id"": ""Deadlift_with_Bands"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
242,Deadlift with Chains,Exercise,"{""source_id"": ""Deadlift_with_Chains"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
243,Decline Barbell Bench Press,Exercise,"{""source_id"": ""Decline_Barbell_Bench_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
244,Decline Close-Grip Bench To Skull Crusher,Exercise,"{""source_id"": ""Decline_Close-Grip_Bench_To_Skull_Crusher"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
245,Decline Crunch,Exercise,"{""source_id"": ""Decline_Crunch"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
246,Decline Dumbbell Bench Press,Exercise,"{""source_id"": ""Decline_Dumbbell_Bench_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
247,Decline Dumbbell Flyes,Exercise,"{""source_id"": ""Decline_Dumbbell_Flyes"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
248,Decline Dumbbell Triceps Extension,Exercise,"{""source_id"": ""Decline_Dumbbell_Triceps_Extension"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
249,Decline EZ Bar Triceps Extension,Exercise,"{""source_id"": ""Decline_EZ_Bar_Triceps_Extension"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
250,Decline Oblique Crunch,Exercise,"{""source_id"": ""Decline_Oblique_Crunch"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
251,Decline Push-Up,Exercise,"{""source_id"": ""Decline_Push-Up"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
252,Decline Reverse Crunch,Exercise,"{""source_id"": ""Decline_Reverse_Crunch"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
253,Decline Smith Press,Exercise,"{""source_id"": ""Decline_Smith_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
254,Deficit Deadlift,Exercise,"{""source_id"": ""Deficit_Deadlift"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
255,Depth Jump Leap,Exercise,"{""source_id"": ""Depth_Jump_Leap"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
256,Dip Machine,Exercise,"{""source_id"": ""Dip_Machine"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
257,Dips - Chest Version,Exercise,"{""source_id"": ""Dips_-_Chest_Version"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
258,Dips - Triceps Version,Exercise,"{""source_id"": ""Dips_-_Triceps_Version"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
259,Donkey Calf Raises,Exercise,"{""source_id"": ""Donkey_Calf_Raises"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
260,Double Kettlebell Alternating Hang Clean,Exercise,"{""source_id"": ""Double_Kettlebell_Alternating_Hang_Clean"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
261,Double Kettlebell Jerk,Exercise,"{""source_id"": ""Double_Kettlebell_Jerk"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
262,Double Kettlebell Push Press,Exercise,"{""source_id"": ""Double_Kettlebell_Push_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
263,Double Kettlebell Snatch,Exercise,"{""source_id"": ""Double_Kettlebell_Snatch"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
264,Double Kettlebell Windmill,Exercise,"{""source_id"": ""Double_Kettlebell_Windmill"", ""force"": ""pull"", ""mechanic"": null, ""level"": ""intermediate"", ""curated"": false}"
265,Double Leg Butt Kick,Exercise,"{""source_id"": ""Double_Leg_Butt_Kick"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
266,Downward Facing Balance,Exercise,"{""source_id"": ""Downward_Facing_Balance"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
267,Drag Curl,Exercise,"{""source_id"": ""Drag_Curl"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
268,Drop Push,Exercise,"{""source_id"": ""Drop_Push"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
269,Dumbbell Alternate Bicep Curl,Exercise,"{""source_id"": ""Dumbbell_Alternate_Bicep_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
270,Dumbbell Bench Press,Exercise,"{""source_id"": ""Dumbbell_Bench_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
271,Dumbbell Bench Press with Neutral Grip,Exercise,"{""source_id"": ""Dumbbell_Bench_Press_with_Neutral_Grip"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
272,Dumbbell Bicep Curl,Exercise,"{""source_id"": ""Dumbbell_Bicep_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
273,Dumbbell Clean,Exercise,"{""source_id"": ""Dumbbell_Clean"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
274,Dumbbell Floor Press,Exercise,"{""source_id"": ""Dumbbell_Floor_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
275,Dumbbell Flyes,Exercise,"{""source_id"": ""Dumbbell_Flyes"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
276,Dumbbell Incline Row,Exercise,"{""source_id"": ""Dumbbell_Incline_Row"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
277,Dumbbell Incline Shoulder Raise,Exercise,"{""source_id"": ""Dumbbell_Incline_Shoulder_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
278,Dumbbell Lunges,Exercise,"{""source_id"": ""Dumbbell_Lunges"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
279,Dumbbell Lying One-Arm Rear Lateral Raise,Exercise,"{""source_id"": ""Dumbbell_Lying_One-Arm_Rear_Lateral_Raise"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
280,Dumbbell Lying Pronation,Exercise,"{""source_id"": ""Dumbbell_Lying_Pronation"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
281,Dumbbell Lying Rear Lateral Raise,Exercise,"{""source_id"": ""Dumbbell_Lying_Rear_Lateral_Raise"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
282,Dumbbell Lying Supination,Exercise,"{""source_id"": ""Dumbbell_Lying_Supination"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
283,Dumbbell One-Arm Shoulder Press,Exercise,"{""source_id"": ""Dumbbell_One-Arm_Shoulder_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
284,Dumbbell One-Arm Triceps Extension,Exercise,"{""source_id"": ""Dumbbell_One-Arm_Triceps_Extension"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
285,Dumbbell One-Arm Upright Row,Exercise,"{""source_id"": ""Dumbbell_One-Arm_Upright_Row"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
286,Dumbbell Prone Incline Curl,Exercise,"{""source_id"": ""Dumbbell_Prone_Incline_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
287,Dumbbell Raise,Exercise,"{""source_id"": ""Dumbbell_Raise"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
288,Dumbbell Rear Lunge,Exercise,"{""source_id"": ""Dumbbell_Rear_Lunge"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
289,Dumbbell Scaption,Exercise,"{""source_id"": ""Dumbbell_Scaption"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
290,Dumbbell Seated Box Jump,Exercise,"{""source_id"": ""Dumbbell_Seated_Box_Jump"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
291,Dumbbell Seated One-Leg Calf Raise,Exercise,"{""source_id"": ""Dumbbell_Seated_One-Leg_Calf_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
292,Dumbbell Shoulder Press,Exercise,"{""source_id"": ""Dumbbell_Shoulder_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
293,Dumbbell Shrug,Exercise,"{""source_id"": ""Dumbbell_Shrug"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
294,Dumbbell Side Bend,Exercise,"{""source_id"": ""Dumbbell_Side_Bend"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
295,Dumbbell Squat,Exercise,"{""source_id"": ""Dumbbell_Squat"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
296,Dumbbell Squat To A Bench,Exercise,"{""source_id"": ""Dumbbell_Squat_To_A_Bench"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
297,Dumbbell Step Ups,Exercise,"{""source_id"": ""Dumbbell_Step_Ups"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
298,Dumbbell Tricep Extension -Pronated Grip,Exercise,"{""source_id"": ""Dumbbell_Tricep_Extension_-Pronated_Grip"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
299,Dynamic Back Stretch,Exercise,"{""source_id"": ""Dynamic_Back_Stretch"", ""force"": ""pull"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
300,Dynamic Chest Stretch,Exercise,"{""source_id"": ""Dynamic_Chest_Stretch"", ""force"": ""pull"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
301,EZ-Bar Curl,Exercise,"{""source_id"": ""EZ-Bar_Curl"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
302,EZ-Bar Skullcrusher,Exercise,"{""source_id"": ""EZ-Bar_Skullcrusher"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
303,Elbow Circles,Exercise,"{""source_id"": ""Elbow_Circles"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
304,Elbow to Knee,Exercise,"{""source_id"": ""Elbow_to_Knee"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
305,Elbows Back,Exercise,"{""source_id"": ""Elbows_Back"", ""force"": ""static"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
306,Elevated Back Lunge,Exercise,"{""source_id"": ""Elevated_Back_Lunge"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
307,Elevated Cable Rows,Exercise,"{""source_id"": ""Elevated_Cable_Rows"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
308,Elliptical Trainer,Exercise,"{""source_id"": ""Elliptical_Trainer"", ""force"": null, ""mechanic"": null, ""level"": ""intermediate"", ""curated"": false}"
309,Exercise Ball Crunch,Exercise,"{""source_id"": ""Exercise_Ball_Crunch"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
310,Exercise Ball Pull-In,Exercise,"{""source_id"": ""Exercise_Ball_Pull-In"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
311,Extended Range One-Arm Kettlebell Floor Press,Exercise,"{""source_id"": ""Extended_Range_One-Arm_Kettlebell_Floor_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
312,External Rotation,Exercise,"{""source_id"": ""External_Rotation"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
313,External Rotation with Band,Exercise,"{""source_id"": ""External_Rotation_with_Band"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
314,External Rotation with Cable,Exercise,"{""source_id"": ""External_Rotation_with_Cable"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
315,Face Pull,Exercise,"{""source_id"": ""Face_Pull"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
316,Farmer's Walk,Exercise,"{""source_id"": ""Farmers_Walk"", ""force"": null, ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
317,Fast Skipping,Exercise,"{""source_id"": ""Fast_Skipping"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
318,Finger Curls,Exercise,"{""source_id"": ""Finger_Curls"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
319,Flat Bench Cable Flyes,Exercise,"{""source_id"": ""Flat_Bench_Cable_Flyes"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
320,Flat Bench Leg Pull-In,Exercise,"{""source_id"": ""Flat_Bench_Leg_Pull-In"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
321,Flat Bench Lying Leg Raise,Exercise,"{""source_id"": ""Flat_Bench_Lying_Leg_Raise"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
322,Flexor Incline Dumbbell Curls,Exercise,"{""source_id"": ""Flexor_Incline_Dumbbell_Curls"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
323,Floor Glute-Ham Raise,Exercise,"{""source_id"": ""Floor_Glute-Ham_Raise"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
324,Floor Press,Exercise,"{""source_id"": ""Floor_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
325,Floor Press with Chains,Exercise,"{""source_id"": ""Floor_Press_with_Chains"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
326,Flutter Kicks,Exercise,"{""source_id"": ""Flutter_Kicks"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
327,Foot-SMR,Exercise,"{""source_id"": ""Foot-SMR"", ""force"": ""static"", ""mechanic"": null, ""level"": ""intermediate"", ""curated"": false}"
328,Forward Drag with Press,Exercise,"{""source_id"": ""Forward_Drag_with_Press"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
329,Frankenstein Squat,Exercise,"{""source_id"": ""Frankenstein_Squat"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
330,Freehand Jump Squat,Exercise,"{""source_id"": ""Freehand_Jump_Squat"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
331,Frog Hops,Exercise,"{""source_id"": ""Frog_Hops"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
332,Frog Sit-Ups,Exercise,"{""source_id"": ""Frog_Sit-Ups"", ""force"": ""pull"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
333,Front Barbell Squat,Exercise,"{""source_id"": ""Front_Barbell_Squat"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
334,Front Barbell Squat To A Bench,Exercise,"{""source_id"": ""Front_Barbell_Squat_To_A_Bench"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""expert"", ""curated"": false}"
335,Front Box Jump,Exercise,"{""source_id"": ""Front_Box_Jump"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
336,Front Cable Raise,Exercise,"{""source_id"": ""Front_Cable_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
337,Front Cone Hops (or hurdle hops),Exercise,"{""source_id"": ""Front_Cone_Hops_or_hurdle_hops"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
338,Front Dumbbell Raise,Exercise,"{""source_id"": ""Front_Dumbbell_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
339,Front Incline Dumbbell Raise,Exercise,"{""source_id"": ""Front_Incline_Dumbbell_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
340,Front Leg Raises,Exercise,"{""source_id"": ""Front_Leg_Raises"", ""force"": ""pull"", ""mechanic"": null, ""level"": ""beginner"", ""curated"": false}"
341,Front Plate Raise,Exercise,"{""source_id"": ""Front_Plate_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""intermediate"", ""curated"": false}"
342,Front Raise And Pullover,Exercise,"{""source_id"": ""Front_Raise_And_Pullover"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""beginner"", ""curated"": false}"
343,Front Squat (Clean Grip),Exercise,"{""source_id"": ""Front_Squat_Clean_Grip"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
344,Front Squats With Two Kettlebells,Exercise,"{""source_id"": ""Front_Squats_With_Two_Kettlebells"", ""force"": ""push"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
345,Front Two-Dumbbell Raise,Exercise,"{""source_id"": ""Front_Two-Dumbbell_Raise"", ""force"": ""push"", ""mechanic"": ""isolation"", ""level"": ""beginner"", ""curated"": false}"
346,Full Range-Of-Motion Lat Pulldown,Exercise,"{""source_id"": ""Full_Range-Of-Motion_Lat_Pulldown"", ""force"": ""pull"", ""mechanic"": ""compound"", ""level"": ""intermediate"", ""curated"": false}"
