source,target,rel
411,52,hasIntensity
411,41,supportsGoal
412,0,targets
412,2,targets
412,25,requires
412,41,hasType
412,52,hasIntensity
412,41,supportsGoal
413,0,targets
413,2,targets
413,25,requires
413,41,hasType
413,52,hasIntensity
413,41,supportsGoal
414,0,targets
414,2,targets
414,25,requires
414,41,hasType
414,52,hasIntensity
414,41,supportsGoal
415,0,targets
415,2,targets
415,25,requires
415,41,hasType
415,52,hasIntensity
415,41,supportsGoal
416,0,targets
416,2,targets
416,25,requires
416,41,hasType
416,52,hasIntensity
416,41,supportsGoal
417,0,targets
417,2,targets
417,25,requires
417,41,hasType
417,52,hasIntensity
417,41,supportsGoal
418,0,targets
418,2,targets
418,25,requires
418,41,hasType
418,52,hasIntensity
418,41,supportsGoal
419,0,targets
419,2,targets
419,25,requires
419,41,hasType
419,52,hasIntensity
419,41,supportsGoal
420,16,targets
420,40,requires
420,41,hasType
420,52,hasIntensity
420,41,supportsGoal
421,16,targets
421,40,requires
421,41,hasType
421,52,hasIntensity
421,41,supportsGoal
422,16,targets
422,40,requires
422,41,hasType
422,52,hasIntensity
422,41,supportsGoal
423,16,targets
423,40,requires
423,41,hasType
423,52,hasIntensity
423,41,supportsGoal
424,16,targets
424,40,requires
424,41,hasType
424,52,hasIntensity
424,41,supportsGoal
425,16,targets
425,40,requires
425,41,hasType
425,52,hasIntensity
425,41,supportsGoal
426,16,targets
426,40,requires
426,41,hasType
426,52,hasIntensity
426,41,supportsGoal
427,16,targets
427,40,requires
427,41,hasType
427,52,hasIntensity
427,41,supportsGoal
428,16,targets
428,40,requires
428,41,hasType
428,52,hasIntensity
428,41,supportsGoal
429,16,targets
429,40,requires
429,41,hasType
429,52,hasIntensity
429,41,supportsGoal
430,0,targets
430,2,targets
430,25,requires
430,41,hasType
430,52,hasIntensity
430,41,supportsGoal
431,0,targets
431,2,targets
431,25,requires
431,41,hasType
431,52,hasIntensity
431,41,supportsGoal
432,0,targets
432,2,targets
432,25,requires
432,41,hasType
432,52,hasIntensity
432,41,supportsGoal
433,0,targets
433,2,targets
433,25,requires
433,41,hasType
433,52,hasIntensity
433,41,supportsGoal
434,0,targets
434,2,targets
434,25,requires
434,41,hasType
434,52,hasIntensity
434,41,supportsGoal
435,0,targets
435,2,targets
435,25,requires
435,41,hasType
435,52,hasIntensity
435,41,supportsGoal
436,0,targets
436,2,targets
436,25,requires
436,41,hasType
436,52,hasIntensity
436,41,supportsGoal
437,0,targets
437,2,targets
437,25,requires
437,41,hasType
437,52,hasIntensity
437,41,supportsGoal
438,0,targets
438,2,targets
438,25,requires
438,41,hasType
438,52,hasIntensity
438,41,supportsGoal
439,0,targets
439,2,targets
439,25,requires
439,41,hasType
439,52,hasIntensity
439,41,supportsGoal
440,14,targets
440,40,requires
440,41,hasType
440,52,hasIntensity
440,41,supportsGoal
441,14,targets
441,40,requires
441,41,hasType
441,52,hasIntensity
441,41,supportsGoal
442,14,targets
442,40,requires
442,41,hasType
442,52,hasIntensity
442,41,supportsGoal
443,14,targets
443,40,requires
443,41,hasType
443,52,hasIntensity
443,41,supportsGoal
444,14,targets
444,40,requires
444,41,hasType
444,52,hasIntensity
444,41,supportsGoal
445,14,targets
445,40,requires
445,41,hasType
445,52,hasIntensity
445,41,supportsGoal
446,14,targets
446,40,requires
446,41,hasType
446,52,hasIntensity
446,41,supportsGoal
447,14,targets
447,40,requires
447,41,hasType
447,52,hasIntensity
447,41,supportsGoal
448,14,targets
448,40,requires
448,41,hasType
448,52,hasIntensity
448,41,supportsGoal
449,14,targets
449,40,requires
449,41,hasType
449,52,hasIntensity
449,41,supportsGoal
450,7,targets
450,6,targets
450,28,requires
450,45,hasType
450,52,hasIntensity
450,54,supportsGoal
451,7,targets
451,6,targets
451,28,requires
451,45,hasType
451,52,hasIntensity
451,54,supportsGoal
452,7,targets
452,6,targets
452,28,requires
452,45,hasType
452,52,hasIntensity
452,54,supportsGoal
453,7,targets
453,6,targets
453,28,requires
453,45,hasType
453,52,hasIntensity
453,54,supportsGoal
454,7,targets
454,6,targets
454,28,requires
454,45,hasType
454,52,hasIntensity
454,54,supportsGoal
455,7,targets
455,6,targets
455,28,requires
455,45,hasType
455,52,hasIntensity
455,54,supportsGoal
456,7,targets
456,6,targets
456,28,requires
456,45,hasType
456,52,hasIntensity
456,54,supportsGoal
457,7,targets
457,6,targets
457,28,requires
457,45,hasType
457,52,hasIntensity
457,54,supportsGoal
458,7,targets
458,6,targets
458,28,requires
458,45,hasType
458,52,hasIntensity
458,54,supportsGoal
459,7,targets
459,6,targets
459,28,requires
459,45,hasType
459,52,hasIntensity
459,54,supportsGoal
460,5,targets
460,28,requires
460,48,hasType
460,52,hasIntensity
460,42,supportsGoal
461,5,targets
461,28,requires
461,48,hasType
461,52,hasIntensity
461,42,supportsGoal
462,5,targets
462,28,requires
462,48,hasType
462,52,hasIntensity
462,42,supportsGoal
463,5,targets
463,28,requires
463,48,hasType
463,52,hasIntensity
463,42,supportsGoal
464,5,targets
464,28,requires
464,48,hasType
464,52,hasIntensity
464,42,supportsGoal
465,5,targets
465,28,requires
465,48,hasType
465,52,hasIntensity
465,42,supportsGoal
466,5,targets
466,28,requires
466,48,hasType
466,52,hasIntensity
466,42,supportsGoal
467,5,targets
467,28,requires
467,48,hasType
467,52,hasIntensity
467,42,supportsGoal
468,5,targets
468,28,requires
468,48,hasType
468,52,hasIntensity
468,42,supportsGoal
469,5,targets
469,28,requires
469,48,hasType
469,52,hasIntensity
469,42,supportsGoal
470,7,targets
470,6,targets
470,40,requires
470,41,hasType
470,52,hasIntensity
470,41,supportsGoal
471,7,targets
471,6,targets
471,40,requires
471,41,hasType
471,52,hasIntensity
471,41,supportsGoal
472,7,targets
472,6,targets
472,40,requires
472,41,hasType
472,52,hasIntensity
472,41,supportsGoal
473,7,targets
473,6,targets
473,40,requires
473,41,hasType
473,52,hasIntensity
473,41,supportsGoal
474,7,targets
474,6,targets
474,40,requires
474,41,hasType
474,52,hasIntensity
474,41,supportsGoal
475,7,targets
475,6,targets
475,40,requires
475,41,hasType
475,52,hasIntensity
475,41,supportsGoal
476,7,targets
476,6,targets
476,40,requires
476,41,hasType
476,52,hasIntensity
476,41,supportsGoal
477,7,targets
477,6,targets
477,40,requires
477,41,hasType
477,52,hasIntensity
477,41,supportsGoal
478,7,targets
478,6,targets
478,40,requires
478,41,hasType
478,52,hasIntensity
478,41,supportsGoal
479,7,targets
479,6,targets
479,40,requires
479,41,hasType
479,52,hasIntensity
479,41,supportsGoal
480,0,targets
480,2,targets
480,25,requires
480,41,hasType
480,53,hasIntensity
480,41,supportsGoal
481,0,targets
481,2,targets
481,25,requires
481,41,hasType
481,53,hasIntensity
481,41,supportsGoal
482,0,targets
482,2,targets
482,25,requires
482,41,hasType
482,53,hasIntensity
482,41,supportsGoal
483,0,targets
483,2,targets
483,25,requires
483,41,hasType
483,53,hasIntensity
483,41,supportsGoal
484,0,targets
484,2,targets
484,25,requires
484,41,hasType
484,53,hasIntensity
484,41,supportsGoal
485,0,targets
485,2,targets
485,25,requires
485,41,hasType
485,53,hasIntensity
485,41,supportsGoal
486,0,targets
486,2,targets
486,25,requires
486,41,hasType
486,53,hasIntensity
486,41,supportsGoal
487,0,targets
487,2,targets
487,25,requires
487,41,hasType
487,53,hasIntensity
487,41,supportsGoal
488,0,targets
488,2,targets
488,25,requires
488,41,hasType
488,53,hasIntensity
488,41,supportsGoal
489,0,targets
489,2,targets
489,25,requires
489,41,hasType
489,53,hasIntensity
489,41,supportsGoal
490,7,targets
490,6,targets
490,29,requires
490,41,hasType
490,52,hasIntensity
490,41,supportsGoal
491,16,targets
491,40,requires
491,41,hasType
491,52,hasIntensity
491,41,supportsGoal
492,16,targets
492,40,requires
492,41,hasType
492,52,hasIntensity
492,41,supportsGoal
493,16,targets
493,40,requires
493,41,hasType
493,52,hasIntensity
493,41,supportsGoal
494,0,targets
494,2,targets
494,40,requires
494,41,hasType
494,52,hasIntensity
494,41,supportsGoal
495,16,targets
495,40,requires
495,41,hasType
495,52,hasIntensity
495,41,supportsGoal
496,0,targets
496,2,targets
496,25,requires
496,41,hasType
496,52,hasIntensity
496,41,supportsGoal
496,46,supportsGoal
497,16,targets
497,40,requires
497,48,hasType
497,52,hasIntensity
497,46,supportsGoal
498,16,targets
498,40,requires
498,46,hasType
498,52,hasIntensity
498,41,supportsGoal
499,16,targets
499,40,requires
499,46,hasType
499,52,hasIntensity
499,41,supportsGoal
500,5,targets
500,26,requires
500,41,hasType
500,52,hasIntensity
500,42,supportsGoal
501,5,targets
501,26,requires
501,41,hasType
501,52,hasIntensity
501,42,supportsGoal
502,0,targets
502,2,targets
502,25,requires
502,41,hasType
502,52,hasIntensity
502,41,supportsGoal
503,16,targets
503,40,requires
503,41,hasType
503,52,hasIntensity
503,41,supportsGoal
504,13,targets
504,40,requires
504,41,hasType
504,52,hasIntensity
504,42,supportsGoal
505,0,targets
505,2,targets
505,25,requires
505,41,hasType
505,53,hasIntensity
505,41,supportsGoal
506,0,targets
506,2,targets
506,40,requires
506,41,hasType
506,52,hasIntensity
506,41,supportsGoal
507,16,targets
507,40,requires
507,48,hasType
507,51,hasIntensity
507,46,supportsGoal
508,16,targets
508,40,requires
508,48,hasType
508,52,hasIntensity
508,41,supportsGoal
509,16,targets
509,40,requires
509,41,hasType
509,52,hasIntensity
509,41,supportsGoal
26,26,isVariationOf
189,189,isVariationOf
190,190,isVariationOf
199,199,isVariationOf
200,200,isVariationOf
209,209,isVariationOf
210,210,isVariationOf
219,219,isVariationOf
220,220,isVariationOf
229,229,isVariationOf
230,230,isVariationOf
239,239,isVariationOf
240,240,isVariationOf
249,249,isVariationOf
250,250,isVariationOf
259,259,isVariationOf
260,260,isVariationOf
269,269,isVariationOf
270,270,isVariationOf
279,279,isVariationOf
280,280,isVariationOf
289,289,isVariationOf
290,290,isVariationOf
299,299,isVariationOf
300,300,isVariationOf
309,309,isVariationOf
310,310,isVariationOf
319,319,isVariationOf
320,320,isVariationOf
329,329,isVariationOf
330,330,isVariationOf
339,339,isVariationOf
340,340,isVariationOf
349,349,isVariationOf
350,350,isVariationOf
359,359,isVariationOf
360,360,isVariationOf
370,370,isVariationOf
371,371,isVariationOf
380,380,isVariationOf
381,381,isVariationOf
390,390,isVariationOf
391,391,isVariationOf
400,400,isVariationOf
401,401,isVariationOf
410,410,isVariationOf
411,411,isVariationOf
420,420,isVariationOf
421,421,isVariationOf
431,431,isVariationOf
440,440,isVariationOf
441,441,isVariationOf
450,450,isVariationOf
451,451,isVariationOf
460,460,isVariationOf
461,461,isVariationOf
470,470,isVariationOf
471,471,isVariationOf
480,480,isVariationOf
481,481,isVariationOf
500,82,isVariationOf
501,82,isVariationOf
56,16,recruits
57,16,recruits
58,16,recruits
59,16,recruits
60,16,recruits
61,16,recruits
62,16,recruits
63,16,recruits
64,16,recruits
65,16,recruits
66,16,recruits
67,16,recruits
68,16,recruits
69,16,recruits
70,16,recruits
71,16,recruits
74,16,recruits
76,14,recruits
76,10,recruits
77,14,recruits
77,10,recruits
78,14,recruits
78,10,recruits
79,16,recruits
80,14,recruits
80,10,recruits
82,14,recruits
82,10,recruits
83,14,recruits
83,10,recruits
84,14,recruits
84,10,recruits
85,16,recruits
86,16,recruits
87,16,recruits
88,14,recruits
88,10,recruits
89,16,recruits
90,14,recruits
90,10,recruits
107,16,recruits
108,16,recruits
109,16,recruits
115,16,recruits
116,16,recruits
117,16,recruits
118,16,recruits
128,16,recruits
129,14,recruits
129,10,recruits
130,14,recruits
130,10,recruits
136,16,recruits
139,16,recruits
145,16,recruits
147,16,recruits
159,16,recruits
165,16,recruits
168,16,recruits
169,16,recruits
172,14,recruits
172,10,recruits
178,16,recruits
180,16,recruits
181,16,recruits
183,16,recruits
187,16,recruits
189,16,recruits
190,16,recruits
191,16,recruits
192,16,recruits
193,16,recruits
194,16,recruits
195,16,recruits
196,16,recruits
197,16,recruits
198,16,recruits
199,16,recruits
200,16,recruits
201,16,recruits
202,16,recruits
203,16,recruits
204,16,recruits
205,16,recruits
206,16,recruits
207,16,recruits
208,16,recruits
209,14,recruits
209,10,recruits
210,14,recruits
210,10,recruits
211,14,recruits
211,10,recruits
212,14,recruits
212,10,recruits
213,14,recruits
213,10,recruits
214,14,recruits
214,10,recruits
215,14,recruits
215,10,recruits
216,14,recruits
216,10,recruits
217,14,recruits
217,10,recruits
218,14,recruits
218,10,recruits
239,16,recruits
240,16,recruits
241,16,recruits
242,16,recruits
243,16,recruits
244,16,recruits
245,16,recruits
246,16,recruits
247,16,recruits
248,16,recruits
249,16,recruits
250,16,recruits
251,16,recruits
252,16,recruits
253,16,recruits
254,16,recruits
255,16,recruits
256,16,recruits
257,16,recruits
258,16,recruits
259,16,recruits
260,16,recruits
261,16,recruits
262,16,recruits
263,16,recruits
264,16,recruits
265,16,recruits
266,16,recruits
267,16,recruits
268,16,recruits
269,16,recruits
270,16,recruits
271,16,recruits
272,16,recruits
273,16,recruits
274,16,recruits
275,16,recruits
276,16,recruits
277,16,recruits
278,16,recruits
279,16,recruits
280,16,recruits
281,16,recruits
282,16,recruits
283,16,recruits
284,16,recruits
285,16,recruits
286,16,recruits
287,16,recruits
288,16,recruits
299,16,recruits
300,16,recruits
301,16,recruits
302,16,recruits
303,16,recruits
304,16,recruits
305,16,recruits
306,16,recruits
307,16,recruits
308,16,recruits
329,14,recruits
329,10,recruits
330,14,recruits
330,10,recruits
331,14,recruits
331,10,recruits
332,14,recruits
332,10,recruits
333,14,recruits
333,10,recruits
334,14,recruits
334,10,recruits
335,14,recruits
335,10,recruits
336,14,recruits
336,10,recruits
337,14,recruits
337,10,recruits
338,14,recruits
338,10,recruits
400,16,recruits
401,16,recruits
402,16,recruits
403,16,recruits
404,16,recruits
405,16,recruits
406,16,recruits
407,16,recruits
408,16,recruits
409,16,recruits
410,16,recruits
411,16,recruits
412,16,recruits
413,16,recruits
414,16,recruits
415,16,recruits
416,16,recruits
417,16,recruits
418,16,recruits
419,16,recruits
430,16,recruits
431,16,recruits
432,16,recruits
433,16,recruits
434,16,recruits
435,16,recruits
436,16,recruits
437,16,recruits
438,16,recruits
439,16,recruits
460,14,recruits
460,10,recruits
461,14,recruits
461,10,recruits
462,14,recruits
462,10,recruits
463,14,recruits
463,10,recruits
464,14,recruits
464,10,recruits
465,14,recruits
465,10,recruits
466,14,recruits
466,10,recruits
467,14,recruits
467,10,recruits
468,14,recruits
468,10,recruits
469,14,recruits
469,10,recruits
480,16,recruits
481,16,recruits
482,16,recruits
483,16,recruits
484,16,recruits
485,16,recruits
486,16,recruits
487,16,recruits
488,16,recruits
489,16,recruits
494,16,recruits
496,16,recruits
500,14,recruits
500,10,recruits
501,14,recruits
501,10,recruits
502,16,recruits
505,16,recruits
506,16,recruits
